Full Name,First Name,Last Name,District / State,Type,Party,First Elected,Gender,Race/ Ethnicity,Religion,LGBTQ,Pre-2020 Incumbent,Senate Class,Birthday,Age,Twitter,Facebook,YouTube,Prior Experience,Education,Veteran?
Kevin Cramer,Kevin,Cramer,North Dakota,Senator,Republican,2018,Man,White - Non-Hispanic,Christian - Evangelical Protestant,No,Not up,I,1/21/1961,60,SenKevinCramer,CongressmanKevinCramer,kevincramer,State Tourism DirectorState Economic Development and Finance DirectorNorth Dakota Republican Party Chairman U.S. HouseNorth Dakota Public Service Commissioner,Concordia College University of Mary,No
Kirsten Gillibrand,Kirsten,Gillibrand,New York,Senator,Democratic,2009 Appointment,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,I,12/9/1966,54,GillibrandNY,SenKirstenGillibrand,KirstenEGillibrand,LawyerU.S. HUD special counsel U.S. House,"Dartmouth College University of California, Los Angeles",No
Kyrsten Sinema,Kyrsten,Sinema,Arizona,Senator,Democratic,2018,Woman,White - Non-Hispanic,Unaffiliated,Bisexual,Not up,I,7/12/1976,44,SenatorSinema,CongresswomanSinema,repsinema,Social workerPolitical activistLawyerCollege professor U.S. HouseArizona SenateArizona House of Representatives,Brigham Young University,No
Lindsey Graham,Lindsey,Graham,South Carolina,Senator,Republican,2002,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,II,7/9/1955,65,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,LawyerAir Force Reserve officer U.S. HouseSouth Carolina House of Representatives,University of South Carolina,Yes
Lisa Murkowski,Lisa,Murkowski,Alaska,Senator,Republican,2002 Appointment,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,III,5/22/1957,64,LisaMurkowski,SenLisaMurkowski,senatormurkowski,Lawyer Alaska House of Representatives,Georgetown University Willamette University College of Law,No
Maggie Hassan,Maggie,Hassan,New Hampshire,Senator,Democratic,2016,Woman,White - Non-Hispanic,Christian - Protestant - Congregationalist,No,Not up,III,2/27/1958,63,Senatorhassan,SenatorHassan,,Lawyer Governor of New HampshireNew Hampshire Senate,Brown University Northeastern University,No
Marco Rubio,Marco,Rubio,Florida,Senator,Republican,2010,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Not up,III,5/28/1971,50,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,Lawyer Florida House SpeakerWest Miami City Commission,University of Florida University of Miami School of Law,No
Maria Cantwell,Maria,Cantwell,Washington,Senator,Democratic,2000,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,I,10/13/1958,62,SenatorCantwell,senatorcantwell,SenatorCantwell,Marketing vice president U.S. HouseWashington House of Representatives,Miami University,No
Mark Kelly,Mark,Kelly,Arizona,Senator,Democratic,2020,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Lost,III,2/21/1964,57,SenMarkKelly,SenMarkKelly,,"U.S. Navy officerNASA AstronautFounder, Americans for Responsible Solutions non-profit organization ",U.S. Merchant Marine Academy U.S. Postgraduate Naval School,Yes
Mark Warner,Mark,Warner,Virginia,Senator,Democratic,2008,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,II,12/15/1954,66,MarkWarner,MarkRWarner,SenatorMarkWarner,BusinessmanVenture capitalistVirginia Democratic Party Chair Governor of Virginia,George Washington University Harvard University,No
Marsha Blackburn,Marsha,Blackburn,Tennessee,Senator,Republican,2018,Woman,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Not up,I,6/6/1952,69,MarshaBlackburn,marshablackburn,RepMarshaBlackburn,"Marketing consultantExecutive Director of the Tennessee Film, Entertainment, and Music Commission U.S. HouseTennessee Senate",Mississippi State University,No
Martin Heinrich,Martin,Heinrich,New Mexico,Senator,Democratic,2012,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Not up,I,10/17/1971,49,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,Nonprofit organization executivePublic relations consultant U.S. HouseAlbuquerque City Council,University of Missouri,No
Mazie Hirono,Mazie,Hirono,Hawaii,Senator,Democratic,2012,Woman,Asian - Japanese,Buddhist - Jodo Shinshu,No,Not up,I,11/3/1947,73,MazieHirono,senatorhirono,CongresswomanHirono,Lawyer U.S. HouseLieutenant Governor of HawaiiHawaii House of Representatives,University of Hawaii at Manoa Georgetown University,No
Michael Bennet,Michael,Bennet,Colorado,Senator,Democratic,2009 Appointment,Man,White - Non-Hispanic,Unknown/Refused,No,Not up,III,11/28/1964,56,SenatorBennet,senbennetco,SenatorBennet,LawyerInvestment company executiveDenver Public Schools SuperintendentChief of staff to the Mayor of Denver ,Wesleyan University Yale Law School,No
Mike Braun,Mike,Braun,Indiana,Senator,Republican,2018,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,I,3/24/1954,67,SenatorBraun,,,"Businessman Indiana House of RepresentativesMember, Jasper, Indiana School Board",Wabash College Harvard University,No
Mike Crapo,Mike,Crapo,Idaho,Senator,Republican,1998,Man,White - Non-Hispanic,Christian - Mormon,No,Not up,III,5/20/1951,70,MikeCrapo,mikecrapo,senatorcrapo,Lawyer U.S. HouseIdaho Senate,Brigham Young University Harvard University,No
Mike Lee,Mike,Lee,Utah,Senator,Republican,2010,Man,White - Non-Hispanic,Christian - Mormon,No,Not up,III,6/4/1971,50,SenMikeLee,senatormikelee,senatormikelee,LawyerGovernor's general counselAssistant United States Attorney ,Brigham Young University,No
Mike Rounds,Mike,Rounds,South Dakota,Senator,Republican,2014,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,II,10/24/1954,66,SenatorRounds,SenatorMikeRounds,,Businessman Governor of South DakotaSouth Dakota Senate,South Dakota State University,No
Mitch McConnell,Mitch,McConnell,Kentucky,Senator,Republican,1984,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Won,II,2/20/1942,79,McConnellPress,mitchmcconnell,,"LawyerU.S. Senate staff memberDeputy Assistant United States Attorney, U.S. Department of Justice Office of Legislative Affairs Judge/Executive of Jefferson County, Kentucky",University of Louisville University of Kentucky,Yes
Mitt Romney,Mitt,Romney,Utah,Senator,Republican,2018,Man,White - Non-Hispanic,Christian - Mormon,No,Not up,I,3/12/1947,74,SenatorRomney,,,Businessman2012 Republican presidential nominee Governor of Massachusetts,Brigham Young University Harvard University,No
Pat Toomey,Pat,Toomey,Pennsylvania,Senator,Republican,2010,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,III,11/17/1961,59,SenToomey,senatortoomey,sentoomey,Currency traderRestaurant owner U.S. House,Harvard University,No
Patrick Leahy,Patrick,Leahy,Vermont,Senator,Democratic,1974,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,III,3/31/1940,81,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,"Lawyer State's Attorney, Chittenden County, Vermont",Saint Michael's College Georgetown University,No
Patty Murray,Patty,Murray,Washington,Senator,Democratic,1992,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,III,10/11/1950,70,PattyMurray,,SenatorPattyMurray,TeacherLobbyist Washington SenateShoreline School Board,Washington State University,No
Rand Paul,Rand,Paul,Kentucky,Senator,Republican,2010,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Not up,III,1/7/1963,58,RandPaul,SenatorRandPaul,SenatorRandPaul,Physician specializing in Ophthalmology ,Duke University,No
Raphael Warnock,Raphael,Warnock,Georgia,Senator,Democratic,2021 Runoff,Man,Black - African-American,Christian - Protestant - Baptist (Progressive National Baptist Convention),No,Lost,III,7/23/1969,51,SenatorWarnock,,,Pastor ,Morehouse College Union Theological Seminary,No
Richard Blumenthal,Richard,Blumenthal,Connecticut,Senator,Democratic,2010,Man,White - Non-Hispanic,Jewish,No,Not up,III,2/13/1946,75,SenBlumenthal,SenBlumenthal,SenatorBlumenthal,Marine Corps Reserve SergeantSenate stafferLawyerU.S. Attorney Connecticut Attorney GeneralConnecticut SenateConnecticut House of Representatives,Harvard College Yale Law School,Yes
Richard Burr,Richard,Burr,North Carolina,Senator,Republican,2004,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Not up,III,11/30/1955,65,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,Sales managerNonprofit organization executive U.S. House,Wake Forest University,No
Richard Shelby,Richard,Shelby,Alabama,Senator,Republican,1986,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Not up,III,5/6/1934,87,SenShelby,RichardShelby,SenatorRichardShelby,Lawyer U.S. HouseAlabama Senate,University of Alabama Birmingham School of Law University of Alabama School of Law,No
Rick Scott,Rick,Scott,Florida,Senator,Republican,2018,Man,White - Non-Hispanic,Christian - Protestant - Nondenominational,No,Not up,I,12/1/1952,68,SenRickScott,RickScottSenOffice,,"Petty officer third class, U.S. NavyLawyerColumbia/HCA CEOVenture capitalist Governor of Florida",University of Missouri-Kansas City Southern Methodist University,Yes
Rob Portman,Rob,Portman,Ohio,Senator,Republican,2010,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Not up,III,12/19/1955,65,SenRobPortman,senrobportman,SenRobPortman,LawyerU.S. Trade RepresentativeDirector of the Office of Management and Budget U.S. House,Dartmouth College University of Michigan,No
Roger Marshall,Roger,Marshall,Kansas,Senator,Republican,2020,Man,White - Non-Hispanic,Christian - Protestant - Nondenominational,No,Open Seat - Retired,II,8/9/1960,60,SenatorMarshall,,,"DoctorCaptain, U.S. Army Reserve U.S. House",Kansas State University University of Kansas,Yes
Roger Wicker,Roger,Wicker,Mississippi,Senator,Republican,2007 Appointment,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Not up,I,7/5/1951,70,SenatorWicker,SenatorWicker,SenatorWicker,U.S. Air Force officer/Judge AdvocateU.S. House stafferLawyer U.S. HouseMississippi Senate,University of Mississippi,Yes
Ron Johnson,Ron,Johnson,Wisconsin,Senator,Republican,2010,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Not up,III,4/8/1955,66,SenRonJohnson,senronjohnson,SenatorRonJohnson,AccountantCorporate executive ,University of Minnesota,No
Ron Wyden,Ron,Wyden,Oregon,Senator,Democratic,1996 Special,Man,White - Non-Hispanic,Jewish,No,Not up,III,5/3/1949,72,RonWyden,,senronwyden,TeacherNonprofit organization executive U.S. House,Stanford University University of Oregon,No
Roy Blunt,Roy,Blunt,Missouri,Senator,Republican,2010,Man,White - Non-Hispanic,Christian - Protestant - Southern Baptist,No,Not up,III,1/10/1950,71,RoyBlunt,SenatorBlunt,SenatorBlunt,"University president U.S. HouseMissouri Secretary of StateGreene County, Missouri Clerk",Southern Baptist University Southern Missouri state University,No
Sheldon Whitehouse,Sheldon,Whitehouse,Rhode Island,Senator,Democratic,2006,Man,White - Non-Hispanic,Christian - Protestant - Episcopalian,No,Not up,I,10/20/1955,65,SenWhitehouse,SenatorWhitehouse,SenatorWhitehouse,LawyerUnited States Attorney Attorney General of Rhode Island,Yale University University of Virginia,No
Shelley Moore Capito,Shelley Moore,Capito,West Virginia,Senator,Republican,2014,Woman,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,II,11/26/1953,67,SenCapito,senshelley,,"College career counselorDirector, state Board of Regents educational information center U.S. HouseWest Virginia House of Delegates",Duke University University of Virginia,No
Sherrod Brown,Sherrod,Brown,Ohio,Senator,Democratic,2006,Man,White - Non-Hispanic,Christian - Protestant - Lutheran,No,Not up,I,11/9/1952,68,SenSherrodBrown,SenatorSherrodBrown,SherrodBrownOhio,Teacher U.S. HouseOhio Secretary of StateOhio House of Representatives,Yale University Ohio State University,No
Steve Daines,Steve,Daines,Montana,Senator,Republican,2014,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,II,8/20/1962,58,SteveDaines,SteveDainesMT,SteveDainesMT,Businessman U.S. House,Montana State University,No
Susan Collins,Susan,Collins,Maine,Senator,Republican,1996,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,II,12/7/1952,68,SenatorCollins,susancollins,SenatorSusanCollins,"House stafferSenate stafferRegional director, Small Business AdministrationDeputy Treasurer of Massachusetts ",St. Lawrence University,No
Tammy Baldwin,Tammy,Baldwin,Wisconsin,Senator,Democratic,2012,Woman,White - Non-Hispanic,Unknown/Refused,Lesbian,Not up,I,2/11/1962,59,SenatorBaldwin,senatortammybaldwin,witammybaldwin,"Lawyer U.S. HouseWisconsin AssemblyDane County, Wisconsin Board of Supervisors",Smith College University of Wisconsin,No
Tammy Duckworth,Tammy,Duckworth,Illinois,Senator,Democratic,2016,Woman,Asian - Thai,Unknown/Refused,No,Not up,III,3/12/1968,53,SenDuckworth,SenDuckworth,repduckworth,"Army National Guard OfficerCoordinator, Center for Nursing Research, Northern Illinois University.[20]U.S. Assistant Secretary of Veterans AffairsIllinois Director of Veterans Affairs U.S. House",University of Hawaii at Manoa George Washington University Northern Illinois University Capella University,Yes
Ted Cruz,Ted,Cruz,Texas,Senator,Republican,2012,Man,Hispanic - Cuban,Christian - Protestant - Southern Baptist,No,Not up,I,12/22/1970,50,SenTedCruz,SenatorTedCruz,sentedcruz,LawyerU.S. Assoc. Deputy AGTexas Solicitor General ,Princeton University Harvard University,No
Thom Tillis,Thom,Tillis,North Carolina,Senator,Republican,2014,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,II,8/30/1960,60,senthomtillis,SenatorThomTillis,,Business consultant Speaker of the North Carolina House of Representatives,University of Maryland University CollegeCollege,No
Tim Kaine,Tim,Kaine,Virginia,Senator,Democratic,2012,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Not up,I,2/26/1958,63,,SenatorKaine,SenatorTimKaine,"MissionaryLawyerTeacherChair of the Democratic National Committee2016 Democratic Vice Presidential Nominee Governor of VirginiaLt. Governor of VirginiaMayor of Richmond, Virginia",University of Missouri Harvard University,No
Tim Scott,Tim,Scott,South Carolina,Senator,Republican,2013 Appointment,Man,Black - African-American,Christian - Evangelical Protestant,No,Not up,III,9/19/1965,55,SenatorTimScott,SenatorTimScott,SenatorTimScott,Insurance agentFinancial adviser U.S. HouseSouth Carolina House of RepresentativesCharleston County Council,Presbyterian College Charleston Southern University,No
Tina Smith,Tina,Smith,Minnesota,Senator,Democratic,2018 Appointment,Woman,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Won,II,3/4/1958,63,SenTinaSmith,USSenTinaSmith,,Public relations consultantPolitical campaign managerChief of staff to the Mayor of MinneapolisChief of staff to the Governor of Minnesota Lieutenant Governor of Minnesota,Stamford University Dartmouth College,No
Todd Young,Todd,Young,Indiana,Senator,Republican,2016,Man,White - Non-Hispanic,Christian - Protestant,No,Not up,III,8/24/1972,48,SenToddYoung,SenatorToddYoung,RepToddYoung,Marine Corps OfficerProfessorConsultantLawyer U.S. House,"U.S. Naval Academy University of Chicago University of London Indiana University, Indianapolis",Yes
Tom Carper,Tom,Carper,Delaware,Senator,Democratic,2000,Man,White - Non-Hispanic,Christian - Protestant - Presbyterian,No,Not up,I,1/23/1947,74,SenatorCarper,tomcarper,senatorcarper,"U.S. Navy officerStaff, Delaware Office of Economic Development Governor of DelawareU.S. HouseDelaware Treasurer",Ohio State University University of Delaware,Yes
Tom Cotton,Tom,Cotton,Arkansas,Senator,Republican,2014,Man,White - Non-Hispanic,Christian - Protestant - Methodist,No,Won,II,5/13/1977,44,SenTomCotton,SenatorTomCotton,RepTomCotton,LawyerUnited States Army officer U.S. House,Harvard College Claremont Graduate University Harvard School of Law,Yes
Tommy Tuberville,Tommy,Tuberville,Alabama,Senator,Republican,2020,Man,White - Non-Hispanic,Christian - Restorationist,No,Lost,II,9/18/1954,66,SenTuberville,,,"College football coachPartner, investment management firm ",Southern Arkansas University,No
